policy_number,customer_id,first_name,last_name,ssn,email,phone,address,city,state,zip,policy_type,effective_date,expiration_date,annual_premium,payment_frequency,renewal_flag,policy_status,marital_status,agent_id,agency_name,agency_region
PN000430,CIN1430,Ananya,Verma,356474095, ,03893-330798,  4 MG Road  ,  Chennai  ,Tamil Nadu,     ,HOME,2023/05/30,2023/11/26,"16,459.00",Monthly,Y,Lapsed,Divorced,A001,North Shore Agency,NE
PN000431,CIN1431,Sara,Mukherjee,, sara.mukherjee@EXAMPLE.COM ,01889-257882,  780 Park Street  ,Pune,  Maharashtra  ,  0211O  ,AUTO,2025-01-01,2025-06-30,"271,829.00",Monthly,N,Active,Married,A101,Sun Valley Insurance,Mid-Atl
PN000432,CIN1432,Muhammad,Mehta,, ,N/A,  114 MG Road  ,Hyderabad,Telangana, ,AUTO,2023/09/06,2024/06/02,"34,554.00",QUARTERLY,Y,Active,Single,A201,Empire Coverage,NY
PN000433,CIN1433,Sai,Khan,246-55-1518, ,N/A,272 JM Road,Bengaluru,  Karnataka  ,56A012,RENTERS,2024/07/25,2025-04-21,"90,889.00",ANNUAL,y,Active,Divorced,A201,Empire Coverage,NY
PN000434,CIN1434,Pari,Mehta,, ,N/A,  147 JM Road  ,Lucknow,Uttar Pradesh,  56A012  ,RENTERS,2023-06-10,2024-03-06,"170,719.00",ANNUAL,n,Cancelled,Single,A001,North Shore Agency,NE
PN000435,CIN1435,Ananya,Sharma,762756900,ananya.sharmaexample.com,+91 86850 50192,  444 Park Street  ,  Pune  ,  Maharashtra  ,  0211O  ,RENTERS,2024-04-24,2024/10/21,"167,769.00",QUARTERLY,N,Cancelled,Widowed,A003,Bay State Brokers,NE
PN000436,CIN1436,Arjun,Reddy,697332891,arjun.reddy@example.com,+91 82116 72361,  937 Lodhi Rd  ,New Delhi,Delhi,110003,RENTERS,2023/11/23,2024-05-21,"110,369.00",ANNUAL,Y,Lapsed,Widowed,A003,Bay State Brokers,NE
PN000437,CIN1437,Diya,Mehta,229379919,diya.mehta@example.com,,250 JM Road,Mumbai,  Maharashtra  ,56A012,HOME,2023/08/22,2024/08/21,"273,965.00",ANNUAL,n,Active,Widowed,A004,Downtown Assurance,NE
PN000438,CIN1438,Reyansh,Iyer,, ,01099-137360,  701 Park Street  ,  Kolkata  ,  West Bengal  ,  0211O  ,AUTO,2023-11-10,2024/11/09,"16,684.00",Monthly,n,Cancelled,Separated,A002,Metro Mutual Partners,NE
PN000439,CIN1439,Aarav,Gupta,, ,N/A,  479 Park Street  ,  Jaipur  ,  Rajasthan  ,  56A012  ,RENTERS,2025-02-27,2025/11/24,"85,406.00",QUARTERLY,n,Cancelled,Widowed,A004,Downtown Assurance,NE
PN000440,CIN1440,Pari,Khan,766343613,pari.khanexample.com,02679-670922,978 MG Road,  Chennai  ,  Tamil Nadu  ,56A012,HOME,2023-02-26,2023-11-23,"83,328.00",Monthly,y,Active,Widowed,A004,Downtown Assurance,NE
PN000441,CIN1441,Anika,Sharma,205991356,anika.sharma@example.com,N/A,629 Lodhi Rd,  Noida  ,Uttar Pradesh,201-301,HOME,2024-10-17,2025/10/17,"184,596.00",ANNUAL,n,Active,Widowed,A101,Sun Valley Insurance,Mid-Atl
PN000442,CIN1442,Aadhya,Mukherjee,160345380,aadhya.mukherjee@example.com,,991 Lodhi Rd,  Chennai  ,Tamil Nadu,600-001,HOME,2023/08/12,2024-08-11,"286,402.00",ANNUAL,Y,Active,Widowed,A201,Empire Coverage,NY
PN000443,CIN1443,Myra,Verma,283-52-4691, ,N/A,900 Sector 62,Kolkata,  West Bengal  , ,RENTERS,2024-12-25,2025/12/25,"224,777.00",QUARTERLY,y,Cancelled,Separated,A001,North Shore Agency,NE
PN000444,CIN1444,Aditya,Patil,, ,02002-792124,  969 MG Road  ,Bengaluru,Karnataka, ,AUTO,2024/03/23,2024-12-18,"141,126.00",Monthly,Y,Lapsed,Single,A101,Sun Valley Insurance,Mid-Atl
PN000445,CIN1445,Diya,Nair,,diya.nairexample.com,N/A,  623 Park Street  ,  Kolkata  ,West Bengal,700016,AUTO,2023-05-11,2024-05-10,"298,533.00",QUARTERLY,Y,Lapsed,Widowed,A002,Metro Mutual Partners,NE
PN000446,CIN1446,Sara,Iyer,512761708,sara.iyerexample.com,,  590 JM Road  ,  Mumbai  ,Maharashtra, ,HOME,2023/01/13,2023/07/12,"198,797.00",QUARTERLY,n,Cancelled,Married,A201,Empire Coverage,NY
PN000447,CIN1447,Myra,Verma,194-75-3048, myra.verma@EXAMPLE.COM ,05743-767664,648 MG Road,Pune,Maharashtra,56A012,AUTO,2024-12-15,2025/09/11,"78,939.00",QUARTERLY,y,Active,Divorced,A201,Empire Coverage,NY
PN000448,CIN1448,Sanvi,Patil,757939988, ,,  804 MG Road  ,  Kolkata  ,West Bengal, ,AUTO,2023/10/01,2024-09-30,"7,359.00",Monthly,n,Cancelled,Widowed,A003,Bay State Brokers,NE
PN000449,CIN1449,Muhammad,Sharma,167-80-7194, ,,197 Lodhi Rd,  New Delhi  ,Delhi, ,RENTERS,2023-06-15,2023/12/12,"217,846.00",QUARTERLY,N,Lapsed,Divorced,A003,Bay State Brokers,NE
PN000450,CIN1450,Vivaan,Sharma,929812731,vivaan.sharma@example.com,N/A,269 Sector 62,New Delhi,  Delhi  ,110003,HOME,2023-09-25,2024/09/24,"199,636.00",ANNUAL,Y,Cancelled,Single,A004,Downtown Assurance,NE
PN000451,CIN1451,Ananya,Mehta,, ,N/A,  733 JM Road  ,Jaipur,Rajasthan,302001,AUTO,2023-10-19,2024-10-18,"69,734.00",Monthly,N,Active,Divorced,A001,North Shore Agency,NE
PN000452,CIN1452,Reyansh,Gupta,452209159,reyansh.guptaexample.com,,429 MG Road,  Lucknow  ,  UP  ,226-010,HOME,2024-02-30,2024-08-29,"242,452.00",QUARTERLY,n,Active,Widowed,A004,Downtown Assurance,NE
PN000453,CIN1453,Diya,Mehta,844149752, diya.mehta@EXAMPLE.COM ,N/A,286 MG Road,Bengaluru,  Karnataka  ,560-001,RENTERS,2023-02-10,2023-08-09,,ANNUAL,n,Cancelled,Separated,A101,Sun Valley Insurance,Mid-Atl
PN000454,CIN1454,Aarav,Nair,,aarav.nairexample.com,09509-103024,157 Park Street,New Delhi,  Delhi  ,56A012,RENTERS,2023/02/15,2023/11/12,"204,290.00",ANNUAL,y,Cancelled,Widowed,A004,Downtown Assurance,NE
PN000455,CIN1455,Myra,Verma,379-62-4875,myra.vermaexample.com,+91 72891 23634,518 MG Road,Mumbai,Maharashtra,400001,AUTO,2025/01/25,2026/01/25,"241,460.00",Monthly,Y,Cancelled,Widowed,A003,Bay State Brokers,NE
PN000456,CIN1456,Reyansh,Iyer,,reyansh.iyerexample.com,,210 Park Street,Mumbai,Maharashtra, ,RENTERS,2023/04/21,2023-10-18,,QUARTERLY,N,Lapsed,Widowed,A004,Downtown Assurance,NE
PN000457,CIN1457,Diya,Mehta,, diya.mehta@EXAMPLE.COM ,,  232 JM Road  ,Chennai,  Tamil Nadu  ,  0211O  ,RENTERS,2024/01/03,2025-01-02,"90,428.00",ANNUAL,n,Active,Single,A001,North Shore Agency,NE
PN000458,CIN1458,Sai,Khan,722555970, ,N/A,428 Lodhi Rd,Lucknow,  UP  ,56A012,AUTO,2024-11-18,2025/05/17,,Monthly,n,Lapsed,Divorced,A002,Metro Mutual Partners,NE
PN000459,CIN1459,Aadhya,Sharma,,aadhya.sharma@example.com,+91 95509 67673,476 Lodhi Rd,Lucknow,UP,56A012,HOME,2023/09/23,2024-09-22,"159,325.00",Monthly,n,Active,Married,A003,Bay State Brokers,NE
PN000460,CIN1460,Muhammad,Iyer,, muhammad.iyer@EXAMPLE.COM ,+91 97035 41045,536 JM Road,Pune,  Maharashtra  ,  411-001  ,RENTERS,2023/02/25,2023-08-24,"-206,837.00",Monthly,y,Active,Married,A101,Sun Valley Insurance,Mid-Atl
PN000461,CIN1461,Diya,Iyer,516-17-3695, ,+91 78655 98454,  617 Park Street  ,  Bengaluru  ,  Karnataka  , ,HOME,2024-02-30,2025/07/14,"235,013.00",Monthly,n,Cancelled,Separated,A201,Empire Coverage,NY
PN000462,CIN1462,Ayaan,Reddy,178844593, ayaan.reddy@EXAMPLE.COM ,01073-295057,848 Lodhi Rd,  Lucknow  ,UP,  226-010  ,AUTO,2023/08/06,2024/05/02,"21,877.00",Monthly,n,Lapsed,Separated,A101,Sun Valley Insurance,Mid-Atl
PN000463,CIN1463,Navya,Patil,196-61-5577, ,N/A,  124 JM Road  ,Jaipur,  Rajasthan  ,56A012,HOME,2024-05-03,2025-01-28,"127,218.00",Monthly,Y,Cancelled,Divorced,A004,Downtown Assurance,NE
PN000464,CIN1464,Sara,Patil,, sara.patil@EXAMPLE.COM ,01134-836525,552 MG Road,  Lucknow  ,UP,     ,HOME,2024/10/20,2025-04-18,"-66,664.00",QUARTERLY,y,Active,Widowed,A201,Empire Coverage,NY
PN000465,CIN1465,Navya,Khan,405-50-7347,navya.khanexample.com,+91 74806 21330,323 Park Street,New Delhi,  Delhi  ,0211O,AUTO,2023-08-10,2024-08-09,"219,601.00",ANNUAL,n,Cancelled,Single,A001,North Shore Agency,NE
PN000466,CIN1466,Sai,Khan,368-31-6808,sai.khanexample.com,N/A,43 Sector 62,Noida,UP, ,AUTO,2025/02/19,2026/02/19,"5,625.00",ANNUAL,n,Active,Married,A003,Bay State Brokers,NE
PN000467,CIN1467,Sanvi,Mukherjee,, ,,  348 JM Road  ,  Jaipur  ,  Rajasthan  ,302001,HOME,2024-04-21,2025-01-16,"118,082.00",QUARTERLY,N,Lapsed,Single,A001,North Shore Agency,NE
PN000468,CIN1468,Sai,Sharma,596-13-2026,sai.sharmaexample.com,N/A,283 MG Road,New Delhi,Delhi,  0211O  ,HOME,2023-09-17,2024/06/13,,ANNUAL,y,Active,Separated,A201,Empire Coverage,NY
PN000469,CIN1469,Ayaan,Mukherjee,519339038, ,,  128 MG Road  ,  Hyderabad  ,  Telangana  ,500-001,RENTERS,2023-12-22,2024-12-21,"63,380.00",Monthly,N,Active,Married,A001,North Shore Agency,NE
PN000470,CIN1470,Anika,Nair,599-33-9194,anika.nairexample.com,,  781 MG Road  ,Jaipur,Rajasthan, ,AUTO,2024/05/31,2025-02-25,"119,082.00",QUARTERLY,n,Active,Married,A002,Metro Mutual Partners,NE
PN000471,CIN1471,Sanvi,Mehta,,sanvi.mehta@example.com,N/A,  252 Park Street  ,  New Delhi  ,  Delhi  ,     ,RENTERS,2024-10-14,2025/07/11,"245,346.00",ANNUAL,N,Lapsed,Divorced,A002,Metro Mutual Partners,NE
PN000472,CIN1472,Ananya,Nair,,ananya.nairexample.com,N/A,  557 Sector 62  ,  Jaipur  ,  Rajasthan  ,56A012,AUTO,2023/11/05,2024/11/04,"147,142.00",Monthly,y,Cancelled,Widowed,A101,Sun Valley Insurance,Mid-Atl
PN000473,CIN1473,Pari,Mukherjee,575-39-8618, pari.mukherjee@EXAMPLE.COM ,,  747 JM Road  ,  Lucknow  ,  UP  ,  0211O  ,HOME,2023/09/25,2024/06/21,"162,847.00",QUARTERLY,n,Cancelled,Married,A101,Sun Valley Insurance,Mid-Atl
PN000474,CIN1474,Diya,Mukherjee,, diya.mukherjee@EXAMPLE.COM ,,650 Park Street,Pune,  Maharashtra  , ,AUTO,2024/02/20,2024-08-18,,Monthly,n,Lapsed,Widowed,A002,Metro Mutual Partners,NE
PN000475,CIN1475,Ayaan,Nair,, ayaan.nair@EXAMPLE.COM ,,434 MG Road,  Noida  ,  UP  ,56A012,HOME,2023/06/17,2023/12/14,"144,263.00",Monthly,N,Lapsed,Divorced,A101,Sun Valley Insurance,Mid-Atl
PN000476,CIN1476,Aarav,Mukherjee,635-68-4727, ,+91 93741 36625,657 JM Road,Lucknow,  UP  ,  56A012  ,HOME,2025/02/01,2025-07-31,"102,788.00",QUARTERLY,y,Lapsed,Separated,A002,Metro Mutual Partners,NE
PN000477,CIN1477,Sara,Khan,532392812,sara.khanexample.com,,  586 Park Street  ,  Chennai  ,  Tamil Nadu  ,     ,RENTERS,2024-01-19,2024/07/17,"285,944.00",QUARTERLY,y,Active,Single,A201,Empire Coverage,NY
PN000478,CIN1478,Sara,Nair,690798710, sara.nair@EXAMPLE.COM ,,  988 Park Street  ,  Jaipur  ,  Rajasthan  , ,HOME,2024-05-21,2024/11/17,"168,144.00",ANNUAL,y,Cancelled,Widowed,A001,North Shore Agency,NE
PN000479,CIN1479,Ishita,Khan,188-23-2690, ishita.khan@EXAMPLE.COM ,05091-636114,  805 Lodhi Rd  ,Noida,UP,201-301,RENTERS,2023/12/30,2024/12/29,"32,880.00",Monthly,Y,Lapsed,Divorced,A101,Sun Valley Insurance,Mid-Atl
PN000480,CIN1480,Ishita,Iyer,479-49-5705,ishita.iyerexample.com,N/A,772 Park Street,Noida,  UP  ,0211O,AUTO,2024-06-24,2024/12/21,"-47,494.00",ANNUAL,Y,Active,Divorced,A201,Empire Coverage,NY
PN000481,CIN1481,Krishna,Reddy,706677785, ,N/A,940 Sector 62,Bengaluru,Karnataka,  0211O  ,RENTERS,2023-07-17,2024/04/12,"219,649.00",Monthly,Y,Active,Divorced,A003,Bay State Brokers,NE
PN000482,CIN1482,Vihaan,Reddy,549-31-6990, vihaan.reddy@EXAMPLE.COM ,N/A,855 MG Road,  New Delhi  ,Delhi,110003,HOME,2024-04-13,2025/01/08,"65,674.00",Monthly,Y,Lapsed,Divorced,A002,Metro Mutual Partners,NE
PN000483,CIN1483,Arjun,Nair,756-70-1813, ,02705-866212,908 JM Road,Lucknow,  Uttar Pradesh  , ,AUTO,2023/06/11,2023/12/08,"15,183.00",ANNUAL,Y,Lapsed,Separated,A101,Sun Valley Insurance,Mid-Atl
PN000484,CIN1484,Anika,Khan,653506536, anika.khan@EXAMPLE.COM ,07536-457896,222 Lodhi Rd,  Noida  ,  Uttar Pradesh  ,56A012,AUTO,2025/02/04,2025/11/01,"260,720.00",QUARTERLY,n,Lapsed,Separated,A002,Metro Mutual Partners,NE
PN000485,CIN1485,Diya,Iyer,583399340,diya.iyer@example.com,+91 95866 64859,  870 Park Street  ,  Mumbai  ,  Maharashtra  ,     ,HOME,2024/08/12,2025/05/09,"226,522.00",QUARTERLY,y,Active,Single,A001,North Shore Agency,NE
PN000486,CIN1486,Muhammad,Gupta,420-98-6810, muhammad.gupta@EXAMPLE.COM ,,  426 Park Street  ,Chennai,Tamil Nadu,  0211O  ,RENTERS,2024-03-10,2024-12-05,"72,035.00",ANNUAL,n,Active,Widowed,A201,Empire Coverage,NY
PN000487,CIN1487,Sai,Verma,,sai.verma@example.com,,510 Sector 62,  Kolkata  ,West Bengal,  0211O  ,AUTO,2024-04-04,2025-04-04,"173,856.00",ANNUAL,y,Active,Married,A002,Metro Mutual Partners,NE
PN000488,CIN1488,Ayaan,Iyer,301996141,ayaan.iyerexample.com,N/A,162 Lodhi Rd,Noida,UP,56A012,HOME,2024-09-15,2025-06-12,"261,452.00",QUARTERLY,N,Active,Married,A201,Empire Coverage,NY
PN000489,CIN1489,Arjun,Iyer,632-73-6353,arjun.iyer@example.com,01970-119399,679 JM Road,Noida,  UP  , ,AUTO,2024-02-30,2024-06-17,"282,638.00",QUARTERLY,N,Cancelled,Divorced,A001,North Shore Agency,NE
PN000490,CIN1490,Sara,Verma,858-36-8605,sara.verma@example.com,N/A,513 Park Street,Jaipur,  Rajasthan  ,  302001  ,HOME,2023/08/30,2024/02/26,,QUARTERLY,Y,Cancelled,Widowed,A101,Sun Valley Insurance,Mid-Atl
PN000491,CIN1491,Sai,Sharma,608979953,sai.sharma@example.com,+91 94454 49441,969 Lodhi Rd,  Mumbai  ,Maharashtra,  400001  ,RENTERS,2024/08/12,2025/05/09,"49,651.00",QUARTERLY,y,Lapsed,Single,A002,Metro Mutual Partners,NE
PN000492,CIN1492,Arjun,Patil,, ,,917 Sector 62,Lucknow,  Uttar Pradesh  ,226-010,AUTO,2024-10-15,2025/10/15,"142,509.00",Monthly,y,Cancelled,Widowed,A002,Metro Mutual Partners,NE
PN000493,CIN1493,Ayaan,Reddy,,ayaan.reddyexample.com,09490-747779,791 JM Road,  Lucknow  ,UP,56A012,RENTERS,2023/07/10,2024/01/06,"41,781.00",Monthly,y,Active,Separated,A101,Sun Valley Insurance,Mid-Atl
PN000494,CIN1494,Diya,Mehta,,diya.mehta@example.com,N/A,265 Lodhi Rd,Hyderabad,Telangana,56A012,AUTO,2024/06/01,2025/02/26,"235,892.00",ANNUAL,n,Active,Married,A101,Sun Valley Insurance,Mid-Atl
PN000495,CIN1495,Reyansh,Iyer,225-83-7020,reyansh.iyer@example.com,N/A,693 Sector 62,Bengaluru,Karnataka, ,HOME,2024-02-13,2024/08/11,,QUARTERLY,N,Active,Widowed,A003,Bay State Brokers,NE
PN000496,CIN1496,Sai,Nair,872-16-8586, sai.nair@EXAMPLE.COM ,09219-518376,  311 Lodhi Rd  ,  Mumbai  ,  Maharashtra  ,56A012,HOME,2024/10/01,2025-10-01,"128,549.00",ANNUAL,y,Cancelled,Married,A002,Metro Mutual Partners,NE
PN000497,CIN1497,Reyansh,Khan,965-77-4803, reyansh.khan@EXAMPLE.COM ,03794-721593,52 JM Road,Noida,  Uttar Pradesh  , ,RENTERS,2023-05-16,2023/11/12,"47,879.00",ANNUAL,Y,Lapsed,Separated,A001,North Shore Agency,NE
PN000498,CIN1498,Arjun,Verma,616-95-8137,arjun.vermaexample.com,N/A,  175 MG Road  ,  Kolkata  ,West Bengal, ,AUTO,2024-05-29,2025-02-23,"202,869.00",ANNUAL,Y,Active,Separated,A004,Downtown Assurance,NE
PN000499,CIN1499,Aditya,Mehta,476-23-1129,aditya.mehta@example.com,,137 JM Road,Mumbai,Maharashtra,56A012,HOME,2024-04-25,2025/01/20,"286,270.00",QUARTERLY,Y,Active,Separated,A002,Metro Mutual Partners,NE
PN000500,CIN1500,Anika,Iyer,, anika.iyer@EXAMPLE.COM ,N/A,395 Lodhi Rd,Noida,UP,201-301,HOME,2024-07-03,2025/03/30,"203,095.00",Monthly,y,Lapsed,Divorced,A101,Sun Valley Insurance,Mid-Atl
